"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Dallas Goedert","PHI","1","TE","10","9","0","91","0","1","0","0","90","9.4","9.1","10.11","3.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","24.1","0.37","2.68"
"Cethan Carter","CIN","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tyler Conklin","MIN","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Isaac Nauta","DET","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trevon Wesco","NYJ","1","TE","1","1","0","32","0","0","0","0","100","0","32","32","32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.2","0.23","4.2"
"Jaeden Graham","ATL","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Robert Tonyan","GB","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Darrell Daniels","ARZ","1","TE","1","0","0","0","0","0","0","1","0","14","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Eric Saubert","CHI","1","TE","2","1","0","11","0","0","0","1","50","4.5","5.5","11","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.1","0.12","2.1"
"Joshua Perkins","PHI","1","TE","1","0","0","0","0","0","0","0","0","13","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Seth DeValve","JAX","1","TE","5","3","0","45","0","0","0","0","60","5.8","9","15","11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.5","0.19","2.5"
"Nick Vannett","PIT","1","TE","1","1","0","18","0","0","0","0","100","5","18","18","13","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.8","0.19","2.8"
"Ross Travis","IND","1","TE","2","1","0","19","0","0","0","0","50","7.5","9.5","19","10","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.9","0.48","2.9"
"Daniel Brown","NYJ","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Eric Tomlinson","OAK","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ben Koyack","JAX","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Nick O'Leary","JAX","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Blake Bell","KC","1","TE","3","2","0","15","0","0","0","1","66.7","3.67","5","7.5","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.5","0.13","1.75"
"Cameron Brate","TB","1","TE","4","2","0","17","0","0","0","1","50","6.5","4.25","8.5","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.7","0.12","1.85"
"Scott Simonson","NYG","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Logan Thomas","DET","1","TE","3","2","0","17","0","0","0","0","66.7","6.33","5.67","8.5","8.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.7","0.12","1.85"
"Travis Kelce","KC","1","TE","10","8","0","74","0","1","0","0","80","6.6","7.4","9.25","3.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","21.4","0.35","2.67"
"Vance McDonald","PIT","1","TE","5","3","0","9","0","0","0","1","60","4","1.8","3","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.9","0.06","1.3"
"Zach Ertz","PHI","1","TE","6","4","0","28","0","0","0","0","66.7","8.67","4.67","7","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.8","0.12","1.7"
"Charles Clay","ARZ","1","TE","1","1","0","16","0","0","0","0","100","16","16","16","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.6","0.65","2.6"
"Jimmy Graham","GB","1","TE","1","1","0","16","0","0","0","0","100","4","16","16","12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","2.6","0.06","2.6"
"Benjamin Watson","NE","1","TE","3","3","0","15","0","0","0","0","100","3.67","5","5","1.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.5","0.15","1.5"
"Stephen Carlson","CLV","1","TE","1","1","0","7","0","0","0","0","100","6","7","7","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.7","0.09","1.7"
"Anthony Firkser","TEN","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Mark Andrews","BLT","1","TE","9","6","0","93","0","2","0","0","66.7","9.78","10.33","15.5","4.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","27.3","0.7","4.55"
"Dalton Schultz","DAL","1","TE","1","0","0","0","0","0","0","0","0","13","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Hayden Hurst","BLT","1","TE","2","1","0","9","0","0","0","0","50","13","4.5","9","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.9","0.05","1.9"
"Durham Smythe","MIA","1","TE","2","2","0","18","0","0","0","0","100","7.5","9","9","1.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.8","0.07","1.9"
"Mike Gesicki","MIA","1","TE","11","6","0","82","0","2","0","0","54.5","14.91","7.45","13.67","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","26.2","0.45","4.37"
"Hale Hentges","WAS","1","TE","2","2","0","28","0","1","0","0","100","16.5","14","14","0.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.8","0.39","5.4"
"Andrew Beck","DEN","1","TE","1","1","0","1","0","0","0","0","100","-2","1","1","3","","","","","","","","","","","","1","0","3","0","0","0","3","2","0","0","0","","","","","","","","","0","0","1.4","0.04","0.7"
"Jordan Akins","HST","1","TE","2","0","0","0","0","0","0","0","0","7.5","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Noah Fant","DEN","1","TE","2","2","0","10","0","0","0","0","100","-0.5","5","5","5.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3","0.07","1.5"
"Ian Thomas","CAR","1","TE","3","3","0","16","0","0","0","0","100","3","5.33","5.33","2.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.6","0.14","1.53"
"Irv Smith Jr.","MIN","1","TE","3","2","0","4","0","0","0","0","66.7","9.33","1.33","2","0.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.4","0.07","1.2"
"Kaden Smith","NYG","1","TE","8","6","0","35","0","2","0","0","75","4.75","4.38","5.83","2.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","21.5","0.31","3.58"
